serial_timesteps,n_updates,fps,policy_entropy,explained_variance,clipfrac,time_elapsed,policy_loss,value_loss,total_timesteps,approxkl,ep_len_mean,ep_reward_mean
99456,3108,297,10.165155,-1.330188274383545,0.31835938,2034.2786402702332,0.0064551528,6.410211e-05,397824,0.025630448,500.0,7024.885936899999
99488,3109,268,10.164672,-1.6920907497406006,0.29296875,2034.711062669754,-0.0113439225,3.3282115e-05,397952,0.037497856,500.0,7024.885936899999
99520,3110,31,10.171056,0.007342994213104248,0.203125,2035.1881277561188,-0.025033709,0.7836996,398080,0.022338912,500.0,7024.02449681
99552,3111,294,10.17598,-0.01021885871887207,0.3359375,2039.2317850589752,-0.020464672,0.00067716837,398208,0.026566664,500.0,7024.02449681
99584,3112,295,10.182147,-0.0023075342178344727,0.24609375,2039.6665205955505,-0.014700778,0.00057126547,398336,0.02134281,500.0,7024.02449681
99616,3113,305,10.184675,-0.01254260540008545,0.20117188,2040.1002492904663,-0.014464415,0.00044737026,398464,0.014821285,500.0,7024.02449681
99648,3114,295,10.182582,0.0012935996055603027,0.22265625,2040.5196266174316,0.0021284109,0.00035810136,398592,0.0133043965,500.0,7024.02449681
99680,3115,302,10.184458,-0.003911137580871582,0.33984375,2040.9528601169586,0.011919558,0.00028385594,398720,0.029128563,500.0,7024.02449681
99712,3116,296,10.181533,-0.00036656856536865234,0.21875,2041.3768734931946,-0.0028523146,0.00029329216,398848,0.015932394,500.0,7024.02449681
99744,3117,301,10.175487,0.0005124807357788086,0.13671875,2041.809723854065,-0.013015758,0.00017964035,398976,0.011509646,500.0,7024.02449681
99776,3118,282,10.170649,4.410743713378906e-05,0.25,2042.2358264923096,-0.009423716,0.00016110523,399104,0.016222235,500.0,7024.02449681
99808,3119,270,10.170367,-0.014289379119873047,0.35742188,2042.690464258194,0.024522021,0.00017472336,399232,0.03344485,500.0,7024.02449681
99840,3120,294,10.173349,-0.07544147968292236,0.25195312,2043.1639876365662,-0.01201067,0.00010138835,399360,0.019453803,500.0,7024.02449681
99872,3121,306,10.176771,0.01930105686187744,0.31835938,2043.599252462387,0.0017470834,0.00010240096,399488,0.030849453,500.0,7024.02449681
99904,3122,287,10.176751,-0.24486017227172852,0.24023438,2044.018547296524,-0.0061975988,7.638879e-05,399616,0.02769377,500.0,7024.02449681
99936,3123,298,10.174683,-0.022123336791992188,0.40429688,2044.4647171497345,0.03514367,7.59451e-05,399744,0.058215626,500.0,7024.02449681
99968,3124,303,10.174321,-0.264477014541626,0.3671875,2044.8936195373535,-0.0017530853,4.8285758e-05,399872,0.046665583,500.0,7024.02449681
100000,3125,30,10.173256,-0.0001901388168334961,0.2265625,2045.3164193630219,-0.0132646095,0.92822886,400000,0.026564911,500.0,7023.649249700001
100032,3126,299,10.169522,-0.8087639808654785,0.22460938,2049.5158977508545,-0.039658695,0.003883642,400128,0.08892964,500.0,7023.649249700001
100064,3127,307,10.164669,0.0005815029144287109,0.23828125,2049.943248987198,0.012883844,0.001696408,400256,0.019769434,500.0,7023.649249700001
100096,3128,298,10.158605,-0.00041294097900390625,0.17773438,2050.35950756073,-0.0033521024,0.00073025504,400384,0.012540077,500.0,7023.649249700001
100128,3129,302,10.157573,-0.00723111629486084,0.091796875,2050.7897334098816,-0.007635379,0.0009281622,400512,0.0062366924,500.0,7023.649249700001
100160,3130,287,10.157965,-0.023328661918640137,0.21679688,2051.214224100113,0.013460517,0.0005444229,400640,0.021009075,500.0,7023.649249700001
100192,3131,304,10.153334,-0.010840296745300293,0.21875,2051.660576581955,0.0007005364,0.00059441506,400768,0.021978848,500.0,7023.649249700001
100224,3132,298,10.15273,-0.002375483512878418,0.29296875,2052.0819981098175,0.0070676333,0.0004582443,400896,0.030376263,500.0,7023.649249700001
100256,3133,291,10.152651,0.007777214050292969,0.33203125,2052.5127432346344,0.01262336,0.00030692102,401024,0.03241052,500.0,7023.649249700001
100288,3134,258,10.156866,-0.10851430892944336,0.32617188,2052.952282190323,0.013545208,0.00022534537,401152,0.033876136,500.0,7023.649249700001
100320,3135,259,10.163512,-0.035379886627197266,0.18164062,2053.4499368667603,0.0030574831,0.00012977445,401280,0.014819763,500.0,7023.649249700001
100352,3136,308,10.167866,-0.07884669303894043,0.31445312,2053.943665266037,-0.002971293,0.00012623376,401408,0.028362058,500.0,7023.649249700001
100384,3137,295,10.175644,-0.008254170417785645,0.15234375,2054.3591923713684,-0.010337462,0.0001469022,401536,0.010374993,500.0,7023.649249700001
100416,3138,317,10.175887,-0.11266255378723145,0.17773438,2054.7923645973206,-0.010881331,0.0001010649,401664,0.014525863,500.0,7023.649249700001
100448,3139,301,10.180284,-0.013420462608337402,0.21875,2055.1975531578064,-0.00053533213,7.8189725e-05,401792,0.02079678,500.0,7023.649249700001
100480,3140,305,10.181353,-0.4379540681838989,0.28125,2055.623353242874,-0.008805403,4.4013042e-05,401920,0.022886433,500.0,7023.649249700001
100512,3141,32,10.183254,-0.07445907592773438,0.34179688,2056.043178319931,-0.0031597028,0.876827,402048,0.049480516,500.0,7024.039571280001
100544,3142,286,10.186952,-3.419565200805664,0.27734375,2059.982278108597,0.039774515,0.0025847715,402176,0.05936372,500.0,7024.039571280001
100576,3143,298,10.188563,-0.006257057189941406,0.12890625,2060.429871082306,-0.009805097,0.0011484765,402304,0.00983102,500.0,7024.039571280001
100608,3144,299,10.189366,-0.009686827659606934,0.103515625,2060.859550476074,-0.0023183755,0.0008487657,402432,0.008976739,500.0,7024.039571280001
100640,3145,301,10.18544,-0.010341763496398926,0.23828125,2061.287817001343,-0.0024769986,0.0008279936,402560,0.017718341,500.0,7024.039571280001
100672,3146,316,10.179507,-0.001446366310119629,0.15234375,2061.713163137436,0.0015061207,0.00078725483,402688,0.011871788,500.0,7024.039571280001
100704,3147,310,10.17511,-0.006220340728759766,0.44335938,2062.1184735298157,0.0434501,0.0006039067,402816,0.072091885,500.0,7024.039571280001
100736,3148,297,10.172849,-0.025382041931152344,0.25585938,2062.5312588214874,-0.00988305,0.00032944453,402944,0.022260793,500.0,7024.039571280001
100768,3149,290,10.175742,-0.009348869323730469,0.27539062,2062.962527513504,0.0048769643,0.00023182052,403072,0.053145982,500.0,7024.039571280001
100800,3150,278,10.181417,-0.013933897018432617,0.30273438,2063.40429186821,0.01225109,0.00023619518,403200,0.028368747,500.0,7024.039571280001
100832,3151,302,10.185478,-0.03391122817993164,0.25976562,2063.8641715049744,-0.0042621,0.00022767425,403328,0.02175231,500.0,7024.039571280001
100864,3152,300,10.18288,-0.021282553672790527,0.26953125,2064.2880930900574,-0.008816285,8.9105095e-05,403456,0.01890548,500.0,7024.039571280001
100896,3153,289,10.174849,-0.14586365222930908,0.34765625,2064.715190887451,0.011496682,8.9349865e-05,403584,0.039418317,500.0,7024.039571280001
100928,3154,294,10.165934,-0.10928022861480713,0.26171875,2065.158589363098,-0.013828605,5.5553806e-05,403712,0.02299219,500.0,7024.039571280001
100960,3155,294,10.160719,-0.15981018543243408,0.33007812,2065.5950915813446,-0.012303937,0.00010815212,403840,0.03444702,500.0,7024.039571280001
100992,3156,304,10.157404,-0.12111997604370117,0.30664062,2066.03067445755,0.020440457,0.00012795145,403968,0.030632598,500.0,7024.039571280001
101024,3157,32,10.156278,0.016924560070037842,0.3203125,2066.451830625534,0.006216025,0.6177652,404096,0.05022277,500.0,7015.483914180001
101056,3158,295,10.158495,-0.13123714923858643,0.26171875,2070.417740345001,-0.0061933054,0.0020392812,404224,0.053603034,500.0,7015.483914180001
101088,3159,317,10.161517,-0.002007603645324707,0.2421875,2070.851000070572,-0.020286225,0.00042395413,404352,0.017389372,500.0,7015.483914180001
101120,3160,323,10.159474,0.0051683783531188965,0.3203125,2071.254490375519,-0.025437642,0.00038397222,404480,0.032524467,500.0,7015.483914180001
101152,3161,306,10.163349,0.0022540688514709473,0.328125,2071.65141582489,0.007164206,0.00042720503,404608,0.036077846,500.0,7015.483914180001
101184,3162,311,10.170871,0.003375530242919922,0.16601562,2072.070202112198,-0.0073014786,0.00040968027,404736,0.013952992,500.0,7015.483914180001
101216,3163,299,10.175304,-0.005509376525878906,0.36914062,2072.481211900711,0.054694355,0.0004781775,404864,0.05782611,500.0,7015.483914180001
101248,3164,313,10.174623,-0.01660311222076416,0.27148438,2072.909925699234,0.019250184,0.0003686676,404992,0.023756826,500.0,7015.483914180001
101280,3165,293,10.174968,0.0009458065032958984,0.22851562,2073.319176673889,0.010380675,0.00032860308,405120,0.019869743,500.0,7015.483914180001
101312,3166,276,10.17756,0.004269778728485107,0.4453125,2073.7556998729706,0.027222896,0.00032946037,405248,0.08670723,500.0,7015.483914180001
101344,3167,285,10.177593,-0.024132490158081055,0.3046875,2074.2200212478638,0.015564706,0.00023313495,405376,0.03183947,500.0,7015.483914180001
101376,3168,282,10.176234,-0.017899155616760254,0.45898438,2074.6691977977753,0.06653452,0.00020296508,405504,0.091526255,500.0,7015.483914180001
101408,3169,298,10.176352,-0.025156021118164062,0.29492188,2075.1223137378693,0.008720074,0.00021745292,405632,0.04142274,500.0,7015.483914180001
101440,3170,304,10.178162,-0.017795085906982422,0.23828125,2075.552188396454,0.0139018595,0.0001299266,405760,0.019978065,500.0,7015.483914180001
101472,3171,310,10.177243,-0.03142821788787842,0.28125,2075.973885536194,0.009152577,0.00011484159,405888,0.026399145,500.0,7015.483914180001
101504,3172,29,10.179647,-0.011408448219299316,0.40039062,2076.387060880661,0.004205255,0.8851862,406016,0.066694975,500.0,7011.03579418
101536,3173,283,10.189745,-2.0603737831115723,0.32421875,2080.759417772293,-0.029638644,0.0046350714,406144,0.49385992,500.0,7011.03579418
101568,3174,293,10.193178,0.0002200007438659668,0.31640625,2081.2112708091736,-0.012960289,0.002090852,406272,0.04002345,500.0,7011.03579418
101600,3175,274,10.197289,-0.0011370182037353516,0.234375,2081.6477053165436,-0.0017135674,0.0013359742,406400,0.019091278,500.0,7011.03579418
101632,3176,306,10.208518,-0.004412293434143066,0.17382812,2082.1155450344086,-0.0007139775,0.0008884534,406528,0.0108224675,500.0,7011.03579418
101664,3177,301,10.208555,-0.0018802881240844727,0.28515625,2082.533264875412,0.021702329,0.0007547033,406656,0.033887744,500.0,7011.03579418
101696,3178,305,10.203267,-0.0011951923370361328,0.25390625,2082.9589760303497,0.00772234,0.0005398576,406784,0.016951254,500.0,7011.03579418
101728,3179,303,10.196477,-0.005950331687927246,0.21875,2083.3785688877106,-0.0096304715,0.00039320675,406912,0.0172356,500.0,7011.03579418
101760,3180,294,10.1895275,0.0026027560234069824,0.32421875,2083.8010461330414,0.040616598,0.0005177257,407040,0.0356885,500.0,7011.03579418
101792,3181,291,10.187049,0.000947117805480957,0.2109375,2084.237163066864,-0.0061947806,0.00039161503,407168,0.018557204,500.0,7011.03579418
101824,3182,299,10.191423,-0.007335543632507324,0.296875,2084.6779713630676,0.017947901,0.00023973853,407296,0.027987234,500.0,7011.03579418
101856,3183,304,10.191103,-0.004444241523742676,0.3046875,2085.1069164276123,-0.0091716945,0.00020155784,407424,0.03643902,500.0,7011.03579418
101888,3184,290,10.192297,-0.010859966278076172,0.203125,2085.5285353660583,-0.006463104,0.00015013195,407552,0.016965525,500.0,7011.03579418
101920,3185,289,10.197508,-0.029703974723815918,0.20117188,2085.9704928398132,-0.016839415,0.00013998628,407680,0.021797525,500.0,7011.03579418
101952,3186,306,10.209407,0.008039772510528564,0.42382812,2086.4137301445007,0.03879904,0.00010257554,407808,0.06261121,500.0,7011.03579418
101984,3187,302,10.217737,0.027774453163146973,0.44140625,2086.831821203232,0.028126184,7.628629e-05,407936,0.06860902,500.0,7011.03579418
102016,3188,31,10.226985,0.01286303997039795,0.29296875,2087.2555515766144,0.012195053,0.81790763,408064,0.038285628,500.0,7004.086056849998
102048,3189,284,10.232567,-4.833209037780762,0.2421875,2091.3402938842773,-0.007652376,0.0029475407,408192,0.026875641,500.0,7004.086056849998
102080,3190,266,10.235894,0.0015920400619506836,0.37695312,2091.791228532791,0.024069462,0.0011427836,408320,0.051067896,500.0,7004.086056849998
102112,3191,293,10.240484,-0.005871415138244629,0.19921875,2092.272683620453,0.01165821,0.0007399586,408448,0.016807467,500.0,7004.086056849998
102144,3192,271,10.246733,0.0023770928382873535,0.115234375,2092.7098088264465,-0.0031866208,0.0007276726,408576,0.012485192,500.0,7004.086056849998
102176,3193,297,10.251655,-0.004079222679138184,0.32226562,2093.1823074817657,-0.013767489,0.0005099784,408704,0.023365002,500.0,7004.086056849998
102208,3194,298,10.24816,-0.003227710723876953,0.33984375,2093.613463640213,0.046896316,0.0004188123,408832,0.04259731,500.0,7004.086056849998
102240,3195,298,10.248546,-0.0036399364471435547,0.21679688,2094.0435993671417,-0.0099049695,0.0004137445,408960,0.02398897,500.0,7004.086056849998
102272,3196,328,10.251379,0.0018448233604431152,0.296875,2094.4732406139374,0.014917501,0.0003282083,409088,0.03605924,500.0,7004.086056849998
102304,3197,294,10.2536125,0.007342517375946045,0.36328125,2094.863710641861,0.014689745,0.00035154432,409216,0.04417468,500.0,7004.086056849998
102336,3198,287,10.256922,-0.0034101009368896484,0.2421875,2095.299727678299,0.015629223,0.00024813105,409344,0.021427892,500.0,7004.086056849998
102368,3199,283,10.255648,0.00932544469833374,0.19335938,2095.746042728424,0.0067835087,0.00019201169,409472,0.016869003,500.0,7004.086056849998
102400,3200,280,10.251667,-0.008687973022460938,0.25585938,2096.198307991028,0.009177268,0.00014835465,409600,0.020816721,500.0,7004.086056849998
102432,3201,290,10.255146,-0.0319981575012207,0.265625,2096.655551671982,0.008392497,0.00012869065,409728,0.033727743,500.0,7004.086056849998
102464,3202,275,10.2630625,0.012157618999481201,0.3203125,2097.0971550941467,-0.0020140451,0.00010712215,409856,0.029030623,500.0,7004.086056849998
102496,3203,283,10.272826,-0.0008524656295776367,0.31640625,2097.562468290329,-0.008648705,7.8763645e-05,409984,0.033562414,500.0,7004.086056849998
102528,3204,30,10.276925,0.01977461576461792,0.19921875,2098.0143802165985,0.0069333846,0.40410596,410112,0.024895594,500.0,6998.226916159999
102560,3205,309,10.281377,-0.016218066215515137,0.24804688,2102.2062833309174,-0.012436129,0.0015923666,410240,0.018531788,500.0,6998.226916159999
102592,3206,308,10.29311,-0.013904929161071777,0.31640625,2102.6222944259644,-0.006770397,0.0004152773,410368,0.03020121,500.0,6998.226916159999
102624,3207,307,10.305253,-0.031937360763549805,0.3828125,2103.038822889328,0.041247293,0.0004076664,410496,0.051587526,500.0,6998.226916159999
102656,3208,300,10.312178,-0.02592754364013672,0.30859375,2103.4552433490753,0.040625658,0.00036667826,410624,0.05156827,500.0,6998.226916159999
102688,3209,302,10.315028,-0.05547153949737549,0.15625,2103.8817524909973,0.009862032,0.00034612833,410752,0.012871948,500.0,6998.226916159999
102720,3210,302,10.317045,-0.01914525032043457,0.28125,2104.3051295280457,0.0016599866,0.00020711945,410880,0.029948214,500.0,6998.226916159999
102752,3211,302,10.322445,-0.010854840278625488,0.36328125,2104.728791475296,0.02958135,0.00018256778,411008,0.051960528,500.0,6998.226916159999
102784,3212,315,10.324448,-0.02404940128326416,0.26367188,2105.1526329517365,0.039216008,0.00019539116,411136,0.043844588,500.0,6998.226916159999
102816,3213,313,10.319459,-0.011709213256835938,0.31445312,2105.5587043762207,0.012141189,0.00021712134,411264,0.04379212,500.0,6998.226916159999
102848,3214,313,10.314404,-0.02123725414276123,0.33203125,2105.9678835868835,0.00064297894,0.000115006646,411392,0.036694385,500.0,6998.226916159999
102880,3215,310,10.31201,-0.03598332405090332,0.32421875,2106.3773488998413,0.02241557,0.000103526865,411520,0.039037913,500.0,6998.226916159999
102912,3216,298,10.307243,-0.05074644088745117,0.35351562,2106.790143251419,0.021444295,6.702565e-05,411648,0.04079273,500.0,6998.226916159999
102944,3217,303,10.30377,-0.027273178100585938,0.23828125,2107.2197184562683,0.0021984298,7.443543e-05,411776,0.018310662,500.0,6998.226916159999
102976,3218,295,10.3024645,-0.03925049304962158,0.22265625,2107.6427025794983,0.013576737,7.631605e-05,411904,0.028197281,500.0,6998.226916159999
103008,3219,33,10.299493,0.018008053302764893,0.25585938,2108.0770494937897,0.0008451878,0.9187174,412032,0.033330873,500.0,6994.85420433
103040,3220,296,10.302124,-4.34898042678833,0.35351562,2111.922562122345,-0.00022052228,0.003516602,412160,0.0870999,500.0,6994.85420433
103072,3221,292,10.304937,0.008147716522216797,0.24414062,2112.3556928634644,-0.019494252,0.0017539082,412288,0.021122858,500.0,6994.85420433
103104,3222,281,10.301719,-0.003429412841796875,0.29882812,2112.7943029403687,0.01968685,0.0012427885,412416,0.02791322,500.0,6994.85420433
103136,3223,280,10.307738,-0.008906126022338867,0.33984375,2113.249447107315,0.018727798,0.0009918342,412544,0.03958361,500.0,6994.85420433
103168,3224,306,10.308069,-0.005530834197998047,0.48828125,2113.706302165985,0.037768237,0.0009905382,412672,0.061012913,500.0,6994.85420433
103200,3225,299,10.311607,0.0008389949798583984,0.1875,2114.1247680187225,0.010807456,0.0008308851,412800,0.01287076,500.0,6994.85420433
103232,3226,299,10.316413,0.00010341405868530273,0.19726562,2114.5526440143585,-0.0033415994,0.00052065006,412928,0.015807733,500.0,6994.85420433
103264,3227,305,10.31448,0.0013627409934997559,0.28515625,2114.980087041855,0.0155495815,0.00045565012,413056,0.035443027,500.0,6994.85420433
103296,3228,278,10.316267,0.005579531192779541,0.43945312,2115.3995068073273,0.074912995,0.00037913246,413184,0.08222233,500.0,6994.85420433
103328,3229,300,10.320469,-0.004408001899719238,0.234375,2115.860291004181,0.0026157075,0.00037897925,413312,0.020232763,500.0,6994.85420433
103360,3230,292,10.315759,0.004817664623260498,0.19726562,2116.2875213623047,-0.010155257,0.0002333276,413440,0.015753306,500.0,6994.85420433
103392,3231,308,10.308897,-0.007485628128051758,0.30273438,2116.726119041443,-0.009572352,0.0001916792,413568,0.027595615,500.0,6994.85420433
103424,3232,311,10.313198,-0.012067079544067383,0.16601562,2117.141993999481,0.00087333354,0.00017416057,413696,0.012273091,500.0,6994.85420433
103456,3233,292,10.310735,-0.04392886161804199,0.23632812,2117.553433418274,0.013873735,0.00013369082,413824,0.020377252,500.0,6994.85420433
103488,3234,307,10.308529,-0.05072188377380371,0.38671875,2117.9927322864532,-0.0027544424,0.00010884368,413952,0.040268563,500.0,6994.85420433
103520,3235,33,10.307519,0.03707563877105713,0.38867188,2118.4094450473785,0.048939314,0.7800999,414080,0.08916083,500.0,6996.1146961800005
103552,3236,321,10.307982,-1.3985211849212646,0.31054688,2122.271852493286,-0.01201493,0.002029558,414208,0.057237476,500.0,6996.1146961800005
103584,3237,326,10.312551,-0.017554759979248047,0.43554688,2122.6714742183685,0.04552564,0.00034086857,414336,0.064439654,500.0,6996.1146961800005
103616,3238,308,10.318892,0.0023429393768310547,0.27148438,2123.0641651153564,-0.019540042,0.00045352912,414464,0.026391663,500.0,6996.1146961800005
103648,3239,292,10.318806,-0.00023615360260009766,0.25585938,2123.4795854091644,-0.0043536224,0.00034940438,414592,0.025160292,500.0,6996.1146961800005
103680,3240,302,10.331055,0.008952677249908447,0.34570312,2123.9184708595276,0.012846143,0.00029941276,414720,0.045470398,500.0,6996.1146961800005
103712,3241,287,10.339508,-0.021002769470214844,0.3125,2124.3428769111633,0.017991517,0.0002457944,414848,0.021457916,500.0,6996.1146961800005
103744,3242,300,10.345455,-0.024594783782958984,0.203125,2124.7885298728943,0.001796599,0.0001955246,414976,0.014839677,500.0,6996.1146961800005
103776,3243,294,10.341804,-0.00140380859375,0.25,2125.215119600296,-6.328337e-07,0.00015347765,415104,0.030898973,500.0,6996.1146961800005
103808,3244,294,10.334547,0.012174725532531738,0.17578125,2125.650024175644,-0.017768381,0.00010492817,415232,0.013143447,500.0,6996.1146961800005
103840,3245,300,10.331765,-0.04967498779296875,0.22070312,2126.085684299469,0.005424196,7.128845e-05,415360,0.021435149,500.0,6996.1146961800005
103872,3246,307,10.328651,0.013720691204071045,0.359375,2126.5129356384277,0.012042485,6.9818496e-05,415488,0.06049055,500.0,6996.1146961800005
103904,3247,298,10.331208,0.008657097816467285,0.21679688,2126.929939508438,-0.008299461,3.9344297e-05,415616,0.021355819,500.0,6996.1146961800005
103936,3248,316,10.332774,0.009375512599945068,0.2421875,2127.3599696159363,-0.0081469985,7.49705e-05,415744,0.018833788,500.0,6996.1146961800005
103968,3249,307,10.33312,-0.03989112377166748,0.28710938,2127.7656285762787,0.006661904,5.908546e-05,415872,0.02026471,500.0,6996.1146961800005
104000,3250,31,10.333864,-0.0006872415542602539,0.40429688,2128.183030605316,0.004644771,0.947932,416000,0.04080731,500.0,7003.454334920002
104032,3251,291,10.341238,-0.9450262784957886,0.28320312,2132.2667615413666,-0.03254654,0.0039153574,416128,0.057744835,500.0,7003.454334920002
104064,3252,306,10.352199,-0.016800880432128906,0.123046875,2132.705966234207,0.00447424,0.0012075071,416256,0.00916038,500.0,7003.454334920002
104096,3253,306,10.350817,-0.02144312858581543,0.19921875,2133.1246287822723,0.0041154604,0.00081714056,416384,0.021772891,500.0,7003.454334920002
104128,3254,294,10.343038,-0.0018777847290039062,0.2421875,2133.54350733757,0.0062447684,0.0005409788,416512,0.022541583,500.0,7003.454334920002
104160,3255,290,10.3422,-0.009382247924804688,0.26757812,2133.9784710407257,0.013079178,0.00030252506,416640,0.022786047,500.0,7003.454334920002
104192,3256,297,10.337058,-0.018717408180236816,0.29492188,2134.420286178589,0.0045205858,0.0002175948,416768,0.02779767,500.0,7003.454334920002
104224,3257,287,10.33611,-0.04807782173156738,0.17578125,2134.8515803813934,-0.0067406334,0.00030374224,416896,0.015800625,500.0,7003.454334920002
104256,3258,290,10.334533,-0.01649153232574463,0.234375,2135.296664953232,-0.019136053,0.00028443107,417024,0.016490975,500.0,7003.454334920002
104288,3259,295,10.326873,-0.03850972652435303,0.21289062,2135.7398290634155,-0.013159499,0.00017531315,417152,0.014310247,500.0,7003.454334920002
104320,3260,286,10.32012,-0.07499468326568604,0.12695312,2136.1734392642975,0.0073922863,0.00025619907,417280,0.009676112,500.0,7003.454334920002
104352,3261,296,10.311428,-0.07446885108947754,0.203125,2136.6203463077545,0.00030706287,0.00019404863,417408,0.014278595,500.0,7003.454334920002
104384,3262,306,10.306847,-0.11666488647460938,0.30078125,2137.053593158722,-0.0071294024,0.000161097,417536,0.021746911,500.0,7003.454334920002
104416,3263,315,10.304247,-0.19670617580413818,0.21679688,2137.4720211029053,-0.0018751747,0.00015157339,417664,0.016236646,500.0,7003.454334920002
104448,3264,317,10.297095,-0.3051130771636963,0.35351562,2137.8779475688934,0.016313173,7.727534e-05,417792,0.031625293,500.0,7003.454334920002
104480,3265,300,10.291763,-0.03651785850524902,0.328125,2138.281984090805,0.013263455,0.00010445954,417920,0.032270666,500.0,7003.454334920002
104512,3266,33,10.287745,-0.0036591291427612305,0.23632812,2138.708206176758,-0.0028051739,0.8890601,418048,0.03373237,500.0,7012.217061350001
104544,3267,286,10.284194,-2.291766881942749,0.2421875,2142.51709651947,-0.02136683,0.0023717645,418176,0.021787327,500.0,7012.217061350001
104576,3268,291,10.284954,-0.004388928413391113,0.21875,2142.9641184806824,-0.00035846792,0.0011047876,418304,0.01685261,500.0,7012.217061350001
104608,3269,303,10.276741,-0.022641301155090332,0.2578125,2143.4043996334076,0.0120008355,0.00072182796,418432,0.018373448,500.0,7012.217061350001
104640,3270,281,10.273931,-0.019654393196105957,0.15039062,2143.826733112335,0.0017462822,0.000495698,418560,0.010370441,500.0,7012.217061350001
104672,3271,289,10.281173,-0.02853977680206299,0.20507812,2144.2817962169647,-0.007353209,0.00048317423,418688,0.017693317,500.0,7012.217061350001
104704,3272,269,10.280061,-0.007449746131896973,0.13085938,2144.7293932437897,0.00046371995,0.00033139286,418816,0.009417327,500.0,7012.217061350001
104736,3273,316,10.284084,-0.025215744972229004,0.26171875,2145.205752849579,0.0026165815,0.00025016518,418944,0.024740951,500.0,7012.217061350001
104768,3274,300,10.284215,-0.028232693672180176,0.35742188,2145.612102508545,0.0346214,0.00019100207,419072,0.03742919,500.0,7012.217061350001
104800,3275,301,10.2810755,-0.09818053245544434,0.36523438,2146.0387756824493,-0.023671225,8.6899745e-05,419200,0.05098126,500.0,7012.217061350001
104832,3276,298,10.284855,-0.06601595878601074,0.26367188,2146.4636747837067,0.03499346,0.000119853765,419328,0.03624763,500.0,7012.217061350001
104864,3277,307,10.28152,-0.1576608419418335,0.20898438,2146.893450975418,0.0005142188,7.106639e-05,419456,0.01316211,500.0,7012.217061350001
104896,3278,298,10.271556,-0.15190207958221436,0.203125,2147.310008764267,0.0013992407,0.00010218897,419584,0.01896609,500.0,7012.217061350001
104928,3279,290,10.26655,-0.30553436279296875,0.3046875,2147.7401099205017,-0.0023080122,3.677152e-05,419712,0.028066488,500.0,7012.217061350001
104960,3280,311,10.264861,-0.30955517292022705,0.37109375,2148.181743621826,0.011608815,5.7612724e-05,419840,0.031204764,500.0,7012.217061350001
104992,3281,301,10.264352,-0.2638770341873169,0.19335938,2148.593672990799,-0.0019231931,4.8976344e-05,419968,0.013839022,500.0,7012.217061350001
105024,3282,29,10.266756,0.020156443119049072,0.13476562,2149.0195605754852,-0.010009851,0.67328984,420096,0.013570593,500.0,7036.11965574
105056,3283,282,10.262522,-0.010845065116882324,0.25,2153.30743765831,0.00091754977,0.0005833722,420224,0.021270478,500.0,7036.11965574
105088,3284,279,10.259313,-0.00826871395111084,0.19140625,2153.760545015335,-0.00887719,0.00046780703,420352,0.012804398,500.0,7036.11965574
105120,3285,296,10.254907,0.007038891315460205,0.15429688,2154.219161748886,0.0069528157,0.0004385805,420480,0.014350081,500.0,7036.11965574
105152,3286,317,10.251795,-0.0013957023620605469,0.18945312,2154.6512982845306,-0.00048002787,0.00031809072,420608,0.012179076,500.0,7036.11965574
105184,3287,296,10.247029,-0.0043343305587768555,0.22070312,2155.0555803775787,0.007934436,0.00024716184,420736,0.018548384,500.0,7036.11965574
105216,3288,289,10.244872,-0.017748475074768066,0.3046875,2155.488676548004,0.022383219,0.00022479986,420864,0.030170685,500.0,7036.11965574
105248,3289,305,10.243463,0.00389254093170166,0.30859375,2155.9321093559265,0.010268062,0.00020376875,420992,0.027621323,500.0,7036.11965574
105280,3290,308,10.240859,-0.003970026969909668,0.18945312,2156.351893186569,0.0056277914,0.0001748284,421120,0.014491624,500.0,7036.11965574
105312,3291,304,10.230028,-0.013467073440551758,0.32617188,2156.767292022705,0.010249319,0.00013596551,421248,0.030928358,500.0,7036.11965574
105344,3292,282,10.224583,-0.009928107261657715,0.1171875,2157.188187599182,-0.01075702,0.000109119224,421376,0.010581849,500.0,7036.11965574
105376,3293,302,10.219872,-0.1442197561264038,0.3359375,2157.641696214676,-0.0068817222,6.9823116e-05,421504,0.053291123,500.0,7036.11965574
105408,3294,289,10.223928,-0.3277939558029175,0.18359375,2158.065746307373,-0.009790159,7.3350915e-05,421632,0.017983293,500.0,7036.11965574
105440,3295,286,10.231441,-0.3589470386505127,0.21875,2158.508752346039,0.0077979825,5.5911958e-05,421760,0.023933005,500.0,7036.11965574
105472,3296,298,10.232433,-0.009424924850463867,0.32226562,2158.956971645355,0.04388394,5.4845772e-05,421888,0.037861213,500.0,7036.11965574
105504,3297,32,10.234426,0.01922982931137085,0.33203125,2159.3863122463226,0.0020781155,0.95679015,422016,0.03562257,500.0,7055.09939184
105536,3298,303,10.239885,-4.041721820831299,0.3671875,2163.2928302288055,-0.029408135,0.0026405966,422144,0.09564996,500.0,7055.09939184
105568,3299,322,10.248566,0.00029277801513671875,0.12109375,2163.715338945389,0.0035706318,0.00087092846,422272,0.009443353,500.0,7055.09939184
105600,3300,297,10.247292,-0.00487828254699707,0.36523438,2164.1123843193054,0.037254974,0.00084053515,422400,0.043950085,500.0,7055.09939184
